"T1Y1A6","51.096746","-114.111051","Calgary","AB"
"T1Y1A7","51.077583","-114.159247","Calgary","AB"
"T1Y1A8","51.084078","-114.037446","Calgary","AB"
"T1Y1A9","51.084581","-114.038081","Calgary","AB"
"T1Y1B0","51.081207","-113.953664","Calgary","AB"
"T1Y1B1","51.073306","-113.964593","Calgary","AB"
"T1Y1B2","51.073707","-113.965134","Calgary","AB"
"T1Y1B3","51.073135","-113.963848","Calgary","AB"
"T1Y1B4","51.074131","-113.964698","Calgary","AB"
"T1Y1B5","51.073341","-113.964447","Calgary","AB"
"T1Y1B6","51.061525","-113.961343","Calgary","AB"
"T1Y1B7","51.073748","-113.961315","Calgary","AB"
"T1Y1B8","51.076648","-113.961307","Calgary","AB"
"T1Y1B9","51.071337","-113.962593","Calgary","AB"
"T1Y1C0","51.081207","-113.953664","Calgary","AB"
"T1Y1C1","51.071646","-113.960029","Calgary","AB"
"T1Y1C2","51.073729","-113.960079","Calgary","AB"
"T1Y1C3","51.073525","-113.960076","Calgary","AB"
"T1Y1C4","51.072335","-113.973675","Calgary","AB"
"T1Y1C5","51.073992","-113.959912","Calgary","AB"
"T1Y1C6","51.073885","-113.959360","Calgary","AB"
"T1Y1C7","51.075333","-113.960697","Calgary","AB"
"T1Y1C8","51.009063","-113.998206","Calgary","AB"
"T1Y1C9","51.012792","-113.997933","Calgary","AB"
"T1Y1E1","51.010461","-113.997672","Calgary","AB"
"T1Y1E2","51.009805","-113.997370","Calgary","AB"
"T1Y1E3","51.078877","-113.968753","Calgary","AB"
"T1Y1E4","51.078791","-113.967615","Calgary","AB"
"T1Y1E5","51.078592","-113.966820","Calgary","AB"
"T1Y1E6","51.078469","-113.966311","Calgary","AB"
"T1Y1E7","51.079114","-113.965069","Calgary","AB"
"T1Y1E8","51.079310","-113.965081","Calgary","AB"
"T1Y1E9","51.079783","-113.965001","Calgary","AB"
"T1Y1G1","51.080038","-113.969988","Calgary","AB"
"T1Y1G2","51.080804","-113.969929","Calgary","AB"
"T1Y1G3","51.079238","-113.969889","Calgary","AB"
"T1Y1G4","51.080962","-113.969912","Calgary","AB"
"T1Y1G5","51.078730","-113.968655","Calgary","AB"
"T1Y1G6","51.078912","-113.967831","Calgary","AB"
"T1Y1G7","51.078869","-113.966418","Calgary","AB"
"T1Y1G8","51.012465","-113.988257","Calgary","AB"
"T1Y1G9","51.080452","-113.967439","Calgary","AB"
"T1Y1H1","51.095892","-113.997696","Calgary","AB"
"T1Y1H2","51.083622","-114.153069","Calgary","AB"
"T1Y1H3","51.082863","-114.159193","Calgary","AB"
"T1Y1H4","51.083632","-114.159037","Calgary","AB"
"T1Y1H5","51.083084","-114.080818","Calgary","AB"
"T1Y1H6","51.078051","-113.962570","Calgary","AB"
"T1Y1H7","51.079048","-113.961052","Calgary","AB"
"T1Y1H8","51.078950","-113.960547","Calgary","AB"
"T1Y1H9","51.079854","-113.960094","Calgary","AB"
"T1Y1J0","51.081207","-113.953664","Calgary","AB"
"T1Y1J1","51.078163","-113.961406","Calgary","AB"
"T1Y1J2","51.079287","-113.961888","Calgary","AB"
"T1Y1J3","51.077532","-113.962117","Calgary","AB"
"T1Y1J4","51.078386","-113.961398","Calgary","AB"
"T1Y1J5","51.077838","-113.958794","Calgary","AB"
"T1Y1J6","51.078845","-113.958805","Calgary","AB"
"T1Y1J7","51.080002","-113.961195","Calgary","AB"
"T1Y1J8","51.067577","-113.949526","Calgary","AB"
"T1Y1J9","51.067562","-113.947401","Calgary","AB"
"T1Y1K1","51.067563","-113.945796","Calgary","AB"
"T1Y1K2","51.058632","-114.031525","Calgary","AB"
"T1Y1K3","51.069028","-113.936722","Calgary","AB"
"T1Y1K4","51.069506","-113.935936","Calgary","AB"
"T1Y1K5","51.070631","-113.936685","Calgary","AB"
"T1Y1K6","51.070693","-113.936836","Calgary","AB"
"T1Y1K7","51.067693","-113.947856","Calgary","AB"
"T1Y1K8","51.067598","-113.948956","Calgary","AB"
"T1Y1K9","51.067970","-113.945854","Calgary","AB"
"T1Y1L1","51.068691","-113.942238","Calgary","AB"
"T1Y1L2","51.068711","-113.941950","Calgary","AB"
"T1Y1L3","51.068799","-113.942180","Calgary","AB"
"T1Y1L4","51.069581","-113.941276","Calgary","AB"
"T1Y1L5","51.068467","-113.941357","Calgary","AB"
"T1Y1L6","51.068850","-113.938036","Calgary","AB"
"T1Y1L7","51.070154","-113.937159","Calgary","AB"
"T1Y1L8","51.070154","-113.937343","Calgary","AB"
"T1Y1L9","51.058003","-114.028802","Calgary","AB"
"T1Y1M1","51.069940","-113.937302","Calgary","AB"
"T1Y1M2","51.069478","-113.937357","Calgary","AB"
"T1Y1M3","51.070081","-113.943974","Calgary","AB"
"T1Y1M4","51.071304","-113.941485","Calgary","AB"
"T1Y1M5","51.071102","-113.941899","Calgary","AB"
"T1Y1M6","51.071571","-113.942523","Calgary","AB"
"T1Y1M7","51.072050","-113.941692","Calgary","AB"
"T1Y1M8","51.002702","-114.019617","Calgary","AB"
"T1Y1M9","51.002542","-114.019574","Calgary","AB"
"T1Y1N1","51.021463","-114.048947","Calgary","AB"
"T1Y1N2","50.998086","-114.101369","Calgary","AB"
"T1Y1N3","50.997663","-114.017437","Calgary","AB"
"T1Y1N4","50.997716","-114.017031","Calgary","AB"
"T1Y1N5","51.069854","-113.938886","Calgary","AB"
"T1Y1N6","51.069371","-113.939032","Calgary","AB"
"T1Y1N7","51.071831","-113.938390","Calgary","AB"
"T1Y1N8","51.032895","-113.986810","Calgary","AB"
"T1Y1N9","51.000291","-114.016281","Calgary","AB"
"T1Y1P1","51.069245","-113.950264","Calgary","AB"
"T1Y1P2","50.994850","-114.006045","Calgary","AB"
"T1Y1P3","50.992764","-114.006007","Calgary","AB"
"T1Y1P4","50.995412","-114.114122","Calgary","AB"
"T1Y1P5","51.082741","-113.968384","Calgary","AB"
"T1Y1P6","51.081742","-113.967438","Calgary","AB"
"T1Y1P7","51.083236","-113.966375","Calgary","AB"
"T1Y1P8","51.082499","-113.966380","Calgary","AB"
"T1Y1P9","51.084097","-113.966320","Calgary","AB"
"T1Y1R1","51.082815","-113.967327","Calgary","AB"
"T1Y1R2","51.082961","-113.968881","Calgary","AB"
"T1Y1R3","51.082314","-113.967259","Calgary","AB"
"T1Y1R4","51.082478","-113.966414","Calgary","AB"
"T1Y1R5","51.082575","-113.968052","Calgary","AB"
"T1Y1R6","51.082279","-113.966452","Calgary","AB"
"T1Y1R7","51.083542","-114.040857","Calgary","AB"
"T1Y1R8","51.082997","-113.966728","Calgary","AB"
"T1Y1R9","51.084473","-114.105589","Calgary","AB"
"T1Y1S1","51.083990","-114.080772","Calgary","AB"
"T1Y1S2","51.086323","-114.158640","Calgary","AB"
"T1Y1S3","51.086421","-114.158619","Calgary","AB"
"T1Y1S4","51.082082","-113.962454","Calgary","AB"
"T1Y1S5","51.083380","-113.962478","Calgary","AB"
"T1Y1S6","51.083673","-113.962477","Calgary","AB"
"T1Y1S7","51.083528","-113.961836","Calgary","AB"
"T1Y1S8","51.083393","-113.961288","Calgary","AB"
"T1Y1S9","51.082566","-113.960989","Calgary","AB"
"T1Y1T1","51.082072","-113.959670","Calgary","AB"
"T1Y1T2","51.083755","-113.960082","Calgary","AB"
"T1Y1T3","51.082500","-113.960744","Calgary","AB"
"T1Y1T4","51.083091","-113.959685","Calgary","AB"
"T1Y1T5","51.083567","-113.959795","Calgary","AB"
"T1Y1T6","51.084961","-113.961970","Calgary","AB"
"T1Y1T7","51.084808","-113.962754","Calgary","AB"
"T1Y1T8","51.084468","-113.964895","Calgary","AB"
"T1Y1T9","51.085679","-113.963098","Calgary","AB"
"T1Y1V0","51.081207","-113.953664","Calgary","AB"
"T1Y1V1","51.085882","-113.960018","Calgary","AB"
"T1Y1V2","51.085865","-113.961213","Calgary","AB"
"T1Y1V3","51.073488","-113.938281","Calgary","AB"
"T1Y1V4","51.074348","-113.937953","Calgary","AB"
"T1Y1V5","51.071317","-113.954155","Calgary","AB"
"T1Y1V6","51.070361","-113.955315","Calgary","AB"
"T1Y1V7","51.069345","-113.953824","Calgary","AB"
"T1Y1V8","51.070753","-113.953255","Calgary","AB"
"T1Y1V9","51.069977","-113.954471","Calgary","AB"
"T1Y1W1","51.068921","-113.953837","Calgary","AB"
"T1Y1W2","51.068117","-113.954210","Calgary","AB"
"T1Y1W3","51.068157","-113.952798","Calgary","AB"
"T1Y1W4","51.068178","-113.952852","Calgary","AB"
"T1Y1W5","51.067752","-113.953298","Calgary","AB"
"T1Y1W6","51.003208","-114.102933","Calgary","AB"
"T1Y1W7","51.003186","-114.107160","Calgary","AB"
"T1Y1W8","51.068391","-113.941939","Calgary","AB"
"T1Y1W9","51.070808","-113.949984","Calgary","AB"
"T1Y1X0","51.081207","-113.953664","Calgary","AB"
"T1Y1X1","51.070832","-113.949986","Calgary","AB"
"T1Y1X2","51.084749","-113.968164","Calgary","AB"
"T1Y1X3","51.084724","-113.969311","Calgary","AB"
"T1Y1X4","51.084722","-113.968098","Calgary","AB"
"T1Y1X5","51.085290","-113.964963","Calgary","AB"
"T1Y1X6","51.086338","-113.967232","Calgary","AB"
"T1Y1X7","51.088050","-113.965412","Calgary","AB"
"T1Y1X8","51.086524","-113.967571","Calgary","AB"
"T1Y1X9","51.087596","-113.966796","Calgary","AB"
"T1Y1Y1","51.085751","-113.967848","Calgary","AB"
"T1Y1Y2","51.086020","-113.965959","Calgary","AB"
"T1Y1Y3","51.088226","-113.965543","Calgary","AB"
"T1Y1Y4","51.086976","-113.964280","Calgary","AB"
"T1Y1Y5","51.087295","-113.962550","Calgary","AB"
"T1Y1Y6","51.087647","-113.961473","Calgary","AB"
"T1Y1Y7","51.088082","-113.960812","Calgary","AB"
"T1Y1Y8","51.088431","-113.960751","Calgary","AB"
"T1Y1Y9","51.073822","-113.963972","Calgary","AB"
"T1Y1Z0","51.037990","-113.966910","Calgary","AB"
"T1Y1Z1","51.073389","-113.962679","Calgary","AB"
"T1Y1Z2","51.073855","-113.963489","Calgary","AB"
"T1Y1Z3","51.073991","-113.961805","Calgary","AB"
"T1Y1Z4","51.074326","-113.961372","Calgary","AB"
"T1Y1Z5","51.074950","-113.961344","Calgary","AB"
"T1Y1Z6","51.080480","-113.963039","Calgary","AB"
"T1Y1Z7","50.997710","-114.017954","Calgary","AB"
"T1Y1Z8","51.073926","-113.939704","Calgary","AB"
"T1Y1Z9","50.995568","-114.118002","Calgary","AB"
"T1Y2A0","51.081207","-113.953664","Calgary","AB"
"T1Y2A1","51.085868","-113.967399","Calgary","AB"
"T1Y2A2","51.086845","-113.967480","Calgary","AB"
"T1Y2A3","51.088057","-113.964465","Calgary","AB"
"T1Y2A4","51.085844","-113.965935","Calgary","AB"
"T1Y2A5","51.088080","-113.963183","Calgary","AB"
"T1Y2A6","51.009728","-114.141430","Calgary","AB"
"T1Y2A7","51.087570","-113.961318","Calgary","AB"
"T1Y2A8","51.087624","-113.961418","Calgary","AB"
"T1Y2A9","51.088431","-113.960741","Calgary","AB"
"T1Y2B1","51.086354","-113.964994","Calgary","AB"
"T1Y2B2","51.069160","-113.953122","Calgary","AB"
"T1Y2B3","51.070444","-113.951301","Calgary","AB"
"T1Y2B4","51.070048","-113.952494","Calgary","AB"
"T1Y2B5","51.071470","-113.949371","Calgary","AB"
"T1Y2B6","51.071335","-113.951903","Calgary","AB"
"T1Y2B7","51.074339","-113.939935","Calgary","AB"
"T1Y2B8","51.073427","-113.940950","Calgary","AB"
"T1Y2B9","50.997683","-114.118000","Calgary","AB"
"T1Y2C0","51.081207","-113.953664","Calgary","AB"
"T1Y2C1","51.001250","-114.006163","Calgary","AB"
"T1Y2C2","51.071323","-113.956153","Calgary","AB"
"T1Y2C3","51.071560","-113.950578","Calgary","AB"
"T1Y2C4","51.072576","-113.943028","Calgary","AB"
"T1Y2C5","50.998531","-114.117988","Calgary","AB"
"T1Y2C6","51.075056","-113.950639","Calgary","AB"
"T1Y2C7","51.076188","-113.949661","Calgary","AB"
"T1Y2C8","51.075329","-113.950953","Calgary","AB"
"T1Y2C9","51.075102","-113.951110","Calgary","AB"
"T1Y2E0","51.081207","-113.953664","Calgary","AB"
"T1Y2E1","51.074118","-113.950191","Calgary","AB"
"T1Y2E2","51.075578","-113.949222","Calgary","AB"
"T1Y2E3","51.074260","-113.949358","Calgary","AB"
"T1Y2E4","51.077422","-113.949337","Calgary","AB"
"T1Y2E5","51.077251","-113.950723","Calgary","AB"
"T1Y2E6","51.077631","-113.948046","Calgary","AB"
"T1Y2E7","51.075781","-113.952377","Calgary","AB"
"T1Y2E8","51.004680","-113.993962","Calgary","AB"
"T1Y2E9","51.004505","-113.993577","Calgary","AB"
"T1Y2G0","51.081207","-113.953664","Calgary","AB"
"T1Y2G1","51.081282","-113.995664","Calgary","AB"
"T1Y2G2","51.070279","-113.950359","Calgary","AB"
"T1Y2G3","51.070942","-113.947673","Calgary","AB"
"T1Y2G5","51.048244","-113.959303","Calgary","AB"
"T1Y2G6","50.999698","-114.003949","Calgary","AB"
"T1Y2G7","51.080180","-113.951652","Calgary","AB"
"T1Y2G8","51.078889","-113.951140","Calgary","AB"
"T1Y2G9","51.079147","-113.950980","Calgary","AB"
"T1Y2H0","51.081207","-113.953664","Calgary","AB"
"T1Y2H1","51.078482","-113.949227","Calgary","AB"
"T1Y2H2","51.079351","-113.948639","Calgary","AB"
"T1Y2H3","51.079441","-113.951170","Calgary","AB"
"T1Y2H4","51.079766","-113.951509","Calgary","AB"
"T1Y2H5","51.079667","-113.949183","Calgary","AB"
"T1Y2H6","51.079241","-113.949296","Calgary","AB"
"T1Y2H7","51.129555","-113.946959","Calgary","AB"
"T1Y2H8","51.086759","-113.961913","Calgary","AB"
"T1Y2H9","50.999745","-114.001477","Calgary","AB"
"T1Y2J1","51.085849","-113.967061","Calgary","AB"
"T1Y2J2","51.087887","-113.966139","Calgary","AB"
"T1Y2J3","51.083732","-113.955812","Calgary","AB"
"T1Y2J4","51.069356","-113.978673","Calgary","AB"
"T1Y2J5","51.069290","-113.979057","Calgary","AB"
"T1Y2J6","51.068894","-113.975696","Calgary","AB"
"T1Y2J7","51.069057","-113.974923","Calgary","AB"
"T1Y2J8","51.069139","-113.975103","Calgary","AB"
"T1Y2J9","51.068924","-113.972869","Calgary","AB"
"T1Y2K0","51.081207","-113.953664","Calgary","AB"
"T1Y2K1","51.071457","-113.979881","Calgary","AB"
"T1Y2K2","51.071264","-113.976575","Calgary","AB"
"T1Y2K3","51.070634","-113.970050","Calgary","AB"
"T1Y2K4","51.070071","-113.971753","Calgary","AB"
"T1Y2K5","51.068776","-113.971205","Calgary","AB"
"T1Y2K6","51.067867","-113.976273","Calgary","AB"
"T1Y2K7","51.069487","-113.979789","Calgary","AB"
"T1Y2K8","51.070629","-113.979214","Calgary","AB"
"T1Y2K9","51.070555","-113.977134","Calgary","AB"
"T1Y2L1","51.069505","-113.976334","Calgary","AB"
"T1Y2L2","51.068906","-113.976887","Calgary","AB"
"T1Y2L3","51.069269","-113.975794","Calgary","AB"
"T1Y2L4","51.069436","-113.973134","Calgary","AB"
"T1Y2L5","51.068849","-113.973127","Calgary","AB"
"T1Y2L6","51.068987","-113.970805","Calgary","AB"
"T1Y2L7","51.087911","-114.014451","Calgary","AB"
"T1Y2L8","51.072575","-113.944091","Calgary","AB"
"T1Y2L9","50.999424","-114.117877","Calgary","AB"
"T1Y2M1","50.997698","-114.003599","Calgary","AB"
"T1Y2M2","51.071178","-113.956448","Calgary","AB"
"T1Y2M3","51.085546","-113.967509","Calgary","AB"
"T1Y2M4","51.072454","-113.942902","Calgary","AB"
"T1Y2M5","51.072301","-113.944223","Calgary","AB"
"T1Y2M6","51.073114","-113.943408","Calgary","AB"
"T1Y2M7","51.076530","-113.948655","Calgary","AB"
"T1Y2M8","51.080553","-113.950926","Calgary","AB"
"T1Y2M9","51.070076","-113.949966","Calgary","AB"
"T1Y2N1","51.070442","-113.948678","Calgary","AB"
"T1Y2N2","51.069388","-113.974822","Calgary","AB"
"T1Y2N3","51.070840","-113.974176","Calgary","AB"
"T1Y2N4","51.070805","-113.966737","Calgary","AB"
"T1Y2N5","51.071210","-113.966070","Calgary","AB"
"T1Y2N6","51.071147","-113.969560","Calgary","AB"
"T1Y2N7","51.071437","-113.969879","Calgary","AB"
"T1Y2N8","51.071047","-113.969890","Calgary","AB"
"T1Y2N9","51.074126","-113.968180","Calgary","AB"
"T1Y2P1","51.071258","-113.969886","Calgary","AB"
"T1Y2P2","51.072340","-113.965868","Calgary","AB"
"T1Y2P3","51.072308","-113.965972","Calgary","AB"
"T1Y2P4","51.076942","-113.969905","Calgary","AB"
"T1Y2P5","51.076983","-113.968048","Calgary","AB"
"T1Y2P6","51.075897","-113.969898","Calgary","AB"
"T1Y2P7","51.076085","-113.969108","Calgary","AB"
"T1Y2P8","51.070240","-113.978595","Calgary","AB"
"T1Y2P9","51.078962","-113.948238","Calgary","AB"
"T1Y2R0","51.081207","-113.953664","Calgary","AB"
"T1Y2R1","51.075060","-113.946156","Calgary","AB"
"T1Y2R2","50.999867","-113.993143","Calgary","AB"
"T1Y2R3","51.071981","-113.947391","Calgary","AB"
"T1Y2R4","51.070297","-113.955561","Calgary","AB"
"T1Y2R5","51.070672","-113.955344","Calgary","AB"
"T1Y2R6","51.070369","-113.956919","Calgary","AB"
"T1Y2R7","51.068821","-113.960864","Calgary","AB"
"T1Y2R8","51.013958","-113.998153","Calgary","AB"
"T1Y2R9","51.013301","-113.998607","Calgary","AB"
"T1Y2S1","51.077021","-113.968193","Calgary","AB"
"T1Y2S2","51.077122","-113.978587","Calgary","AB"
"T1Y2S3","51.072870","-113.971666","Calgary","AB"
"T1Y2S4","51.074445","-113.973065","Calgary","AB"
"T1Y2S5","51.072166","-113.972208","Calgary","AB"
"T1Y2S6","51.071439","-113.969881","Calgary","AB"
"T1Y2S7","51.075829","-113.966968","Calgary","AB"
"T1Y2S8","51.075784","-113.968625","Calgary","AB"
"T1Y2S9","51.031104","-114.126752","Calgary","AB"
"T1Y2T0","51.081207","-113.953664","Calgary","AB"
"T1Y2T1","51.070652","-113.971164","Calgary","AB"
"T1Y2T2","51.071407","-113.971621","Calgary","AB"
"T1Y2T3","51.072162","-113.971653","Calgary","AB"
"T1Y2T4","51.073679","-113.971764","Calgary","AB"
"T1Y2T5","51.073507","-113.973009","Calgary","AB"
"T1Y2T6","51.074427","-113.970508","Calgary","AB"
"T1Y2T7","51.074427","-113.970509","Calgary","AB"
"T1Y2T8","51.068491","-113.962842","Calgary","AB"
"T1Y2T9","51.068774","-113.963618","Calgary","AB"
"T1Y2V0","51.081207","-113.953664","Calgary","AB"
"T1Y2V1","51.076252","-113.968948","Calgary","AB"
"T1Y2V2","51.074967","-113.968320","Calgary","AB"
"T1Y2V3","51.097324","-114.102879","Calgary","AB"
"T1Y2V4","51.097332","-114.103146","Calgary","AB"
"T1Y2V5","51.068695","-113.968505","Calgary","AB"
"T1Y2V6","51.070738","-113.965374","Calgary","AB"
"T1Y2V7","51.070931","-113.955919","Calgary","AB"
"T1Y2V8","51.068744","-113.968277","Calgary","AB"
"T1Y2V9","51.068625","-113.968242","Calgary","AB"
"T1Y2W0","51.081207","-113.953664","Calgary","AB"
"T1Y2W1","51.068394","-113.966517","Calgary","AB"
"T1Y2W2","51.068919","-113.967272","Calgary","AB"
"T1Y2W3","51.069084","-113.966467","Calgary","AB"
"T1Y2W4","51.071595","-113.965346","Calgary","AB"
"T1Y2W6","51.073363","-113.942596","Calgary","AB"
"T1Y2W7","51.069694","-113.962819","Calgary","AB"
"T1Y2W8","51.069027","-113.963372","Calgary","AB"
"T1Y2W9","51.076403","-113.970006","Calgary","AB"
"T1Y2X0","51.081207","-113.953664","Calgary","AB"
"T1Y2X1","51.071175","-113.954192","Calgary","AB"
"T1Y2X2","51.070223","-113.961790","Calgary","AB"
"T1Y2X3","51.067817","-113.964126","Calgary","AB"
"T1Y2X5","51.069384","-113.961347","Calgary","AB"
"T1Y2X6","51.073711","-113.952609","Calgary","AB"
"T1Y2X7","51.080296","-113.953383","Calgary","AB"
"T1Y2X8","51.069912","-113.960286","Calgary","AB"
"T1Y2X9","51.071625","-113.955453","Calgary","AB"
"T1Y2Y1","51.071913","-113.955202","Calgary","AB"
"T1Y2Y2","51.074846","-113.967612","Calgary","AB"
"T1Y2Y3","51.068614","-113.963184","Calgary","AB"
"T1Y2Y4","51.091724","-113.968301","Calgary","AB"
"T1Y2Y5","51.088858","-113.967880","Calgary","AB"
"T1Y2Y6","51.090032","-113.966487","Calgary","AB"
"T1Y2Y7","51.090800","-113.966587","Calgary","AB"
"T1Y2Y8","51.088950","-113.964490","Calgary","AB"
"T1Y2Y9","51.090603","-113.965463","Calgary","AB"
"T1Y2Z0","51.081207","-113.953664","Calgary","AB"
"T1Y2Z1","51.090489","-113.965004","Calgary","AB"
"T1Y2Z2","51.098560","-113.975159","Calgary","AB"
"T1Y2Z3","51.009635","-114.148579","Calgary","AB"
"T1Y2Z4","51.089743","-113.961292","Calgary","AB"
"T1Y2Z5","51.089677","-113.961290","Calgary","AB"
"T1Y2Z6","51.089357","-113.962234","Calgary","AB"
"T1Y2Z7","51.090144","-113.962169","Calgary","AB"
"T1Y2Z8","51.092271","-113.966072","Calgary","AB"
"T1Y2Z9","51.091674","-114.157484","Calgary","AB"
"T1Y3A1","51.071343","-113.962210","Calgary","AB"
"T1Y3A2","51.070528","-113.960271","Calgary","AB"
"T1Y3A3","51.070864","-113.963040","Calgary","AB"
"T1Y3A4","51.071125","-113.960378","Calgary","AB"
"T1Y3A5","51.078010","-113.953375","Calgary","AB"
"T1Y3A6","51.071612","-113.954752","Calgary","AB"
"T1Y3A7","51.071913","-113.953884","Calgary","AB"
"T1Y3A8","51.072269","-113.952908","Calgary","AB"
"T1Y3A9","51.082836","-113.955532","Calgary","AB"
"T1Y3B0","51.081207","-113.953664","Calgary","AB"
"T1Y3B1","51.081756","-113.955902","Calgary","AB"
"T1Y3B2","51.081786","-113.955175","Calgary","AB"
"T1Y3B3","51.081785","-113.955140","Calgary","AB"
"T1Y3B4","50.999936","-113.988751","Calgary","AB"
"T1Y3B5","51.084851","-113.949728","Calgary","AB"
"T1Y3B6","51.082170","-113.955606","Calgary","AB"
"T1Y3B7","51.083865","-113.954988","Calgary","AB"
"T1Y3B8","51.083493","-113.954343","Calgary","AB"
"T1Y3B9","51.081601","-113.955543","Calgary","AB"
"T1Y3C0","51.081207","-113.953664","Calgary","AB"
"T1Y3C1","51.082216","-113.955613","Calgary","AB"
"T1Y3C2","51.072348","-113.998654","Calgary","AB"
"T1Y3C3","51.069555","-113.961470","Calgary","AB"
"T1Y3C4","51.087258","-113.967489","Calgary","AB"
"T1Y3C5","51.080405","-113.944869","Calgary","AB"
"T1Y3C6","51.079176","-113.944778","Calgary","AB"
"T1Y3C7","51.080293","-113.950477","Calgary","AB"
"T1Y3C8","51.035858","-113.989213","Calgary","AB"
"T1Y3C9","51.077849","-113.945529","Calgary","AB"
"T1Y3E1","51.076723","-113.963597","Calgary","AB"
"T1Y3E2","51.092450","-113.972107","Calgary","AB"
"T1Y3E3","51.092445","-113.968340","Calgary","AB"
"T1Y3E4","51.093102","-113.969319","Calgary","AB"
"T1Y3E5","51.092637","-113.969473","Calgary","AB"
"T1Y3E6","51.092940","-113.967959","Calgary","AB"
"T1Y3E7","51.093253","-113.967575","Calgary","AB"
"T1Y3E8","51.094186","-113.969302","Calgary","AB"
"T1Y3E9","51.094211","-113.968133","Calgary","AB"
"T1Y3G1","51.094957","-113.967750","Calgary","AB"
"T1Y3G2","51.094968","-113.967039","Calgary","AB"
"T1Y3G3","51.094741","-113.966142","Calgary","AB"
"T1Y3G4","51.093234","-113.966903","Calgary","AB"
"T1Y3G5","51.093649","-113.968203","Calgary","AB"
"T1Y3G6","51.095093","-113.969342","Calgary","AB"
"T1Y3G7","51.095004","-113.968118","Calgary","AB"
"T1Y3G8","51.094360","-113.966955","Calgary","AB"
"T1Y3G9","51.095177","-113.966059","Calgary","AB"
"T1Y3H1","51.094388","-113.964278","Calgary","AB"
"T1Y3H2","51.077374","-113.945249","Calgary","AB"
"T1Y3H3","51.078459","-113.974415","Calgary","AB"
"T1Y3H4","51.078999","-113.974728","Calgary","AB"
"T1Y3H5","51.080403","-113.977527","Calgary","AB"
"T1Y3H6","51.079223","-113.971699","Calgary","AB"
"T1Y3H7","51.079977","-113.971037","Calgary","AB"
"T1Y3H8","51.080777","-113.973592","Calgary","AB"
"T1Y3H9","51.071861","-113.952573","Calgary","AB"
"T1Y3J1","51.071187","-113.975114","Calgary","AB"
"T1Y3J2","51.071415","-113.953988","Calgary","AB"
"T1Y3J3","51.080784","-113.976249","Calgary","AB"
"T1Y3J4","51.075989","-113.975818","Calgary","AB"
"T1Y3J5","51.076324","-113.975345","Calgary","AB"
"T1Y3J6","51.080755","-113.974519","Calgary","AB"
"T1Y3J7","51.018531","-113.999034","Calgary","AB"
"T1Y3J8","51.032060","-113.992201","Calgary","AB"
